0.00000000	1.00000000
0.00024414	0.99458560
0.00048828	1.01868318
0.00073242	1.04769279
0.00097656	1.02935889
0.00122070	1.02401531
0.00146484	1.00362161
0.00170898	1.01703156
0.00195312	1.02129405
0.00219727	1.01414579
0.00244141	1.06991359
0.00268555	1.06112781
0.00292969	1.08964213
0.00317383	1.09399539
0.00341797	1.09674785
0.00366211	1.11775473
0.00390625	1.08734519
0.00415039	1.13208346
0.00439453	1.11311821
0.00463867	1.06012344
0.00488281	1.03258849
0.00512695	1.00264802
0.00537109	1.01108646
0.00561523	1.00768627
0.00585938	1.02565059
0.00610352	1.03692061
0.00634766	1.03633647
0.00659180	1.04132050
0.00683594	1.05364581
0.00708008	1.02788560
0.00732422	1.03388145
0.00756836	0.98745596
0.00781250	0.98034319
0.00805664	0.99380788
0.00830078	0.96511225
0.00854492	0.95231347
0.00878906	0.95412388
0.00903320	1.01742843
0.00927734	1.03122326
0.00952148	1.00683008
0.00976562	1.04007495
0.01000977	1.02076383
0.01025391	0.98000099
0.01049805	0.98678160
0.01074219	1.02523282
0.01098633	1.04248124
0.01123047	1.05951131
0.01147461	1.05185662
0.01171875	1.08230089
0.01196289	1.05372735
0.01220703	1.07340506
0.01245117	1.02662045
0.01269531	1.01435166
0.01293945	1.03284462
0.01318359	0.94435680
0.01342773	0.91692658
0.01367188	0.91272056
0.01391602	0.95109204
0.01416016	0.98027163
0.01440430	0.95672608
0.01464844	0.92475354
0.01489258	0.91695208
0.01513672	0.93000222
0.01538086	0.91591303
0.01562500	0.85947799
0.01586914	0.83725268
0.01611328	0.80467779
0.01635742	0.82585316
0.01660156	0.78635298
0.01684570	0.78356165
0.01708984	0.79517367
0.01733398	0.84602994
0.01757812	0.83281724
0.01782227	0.87454803
0.01806641	0.88409635
0.01831055	0.85697915
0.01855469	0.91195431
0.01879883	0.92211241
0.01904297	0.91400267
0.01928711	0.91775803
0.01953125	0.84730403
0.01977539	0.86172069
0.02001953	0.87766913
0.02026367	0.86272954
0.02050781	0.81282325
0.02075195	0.81694022
0.02099609	0.83099907
0.02124023	0.84461803
0.02148438	0.80287812
0.02172852	0.77442532
0.02197266	0.76178210
0.02221680	0.68664176
0.02246094	0.67362241
0.02270508	0.63413353
0.02294922	0.63619179
0.02319336	0.60563351
0.02343750	0.57999785
0.02368164	0.57459900
0.02392578	0.58967179
0.02416992	0.59872793
0.02441406	0.58596982
0.02465820	0.58117681
0.02490234	0.57819425
0.02514648	0.49481465
0.02539062	0.51797623
0.02563477	0.51984814
0.02587891	0.53752764
0.02612305	0.54901135
0.02636719	0.51557534
0.02661133	0.56009190
0.02685547	0.61663869
0.02709961	0.64005672
0.02734375	0.64248356
0.02758789	0.62190674
0.02783203	0.58939165
0.02807617	0.64282146
0.02832031	0.61196220
0.02856445	0.63323303
0.02880859	0.65573684
0.02905273	0.67583174
0.02929688	0.67152225
0.02954102	0.64429883
0.02978516	0.59831713
0.03002930	0.59312951
0.03027344	0.57481531
0.03051758	0.58942064
0.03076172	0.58835683
0.03100586	0.62805684
0.03125000	0.61203351
0.03149414	0.65029978
0.03173828	0.60688052
0.03198242	0.62687622
0.03222656	0.63616467
0.03247070	0.67742710
0.03271484	0.70219847
0.03295898	0.69085266
0.03320312	0.73235991
0.03344727	0.69623145
0.03369141	0.74304084
0.03393555	0.74649951
0.03417969	0.76581629
0.03442383	0.75818595
0.03466797	0.78768881
0.03491211	0.72435304
0.03515625	0.68176230
0.03540039	0.69221706
0.03564453	0.68891898
0.03588867	0.70462599
0.03613281	0.71157033
0.03637695	0.68921525
0.03662109	0.68780050
0.03686523	0.64523642
0.03710938	0.59630635
0.03735352	0.59123648
0.03759766	0.59652342
0.03784180	0.60617947
0.03808594	0.63443159
0.03833008	0.68186755
0.03857422	0.66440536
0.03881836	0.62000495
0.03906250	0.54931763
0.03930664	0.52341860
0.03955078	0.55645418
0.03979492	0.58175655
0.04003906	0.58899959
0.04028320	0.59633435
0.04052734	0.60544334
0.04077148	0.58065387
0.04101562	0.57855267
0.04125977	0.59211876
0.04150391	0.58312092
0.04174805	0.53193575
0.04199219	0.50526739
0.04223633	0.51280857
0.04248047	0.51514554
0.04272461	0.48987848
0.04296875	0.54836085
0.04321289	0.53771466
0.04345703	0.58003589
0.04370117	0.61122891
